Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2001-02,21,GSW,NBA,SG,80,2629,,76%,22%,2%,,-5.5,+1.4,73,49,38,69,,25,,501,82,20,66
2002-03,22,GSW,NBA,SG,82,2698,1%,81%,17%,1%,,-3.0,-6.1,68,65,46,75,,29,,543,111,25,81
2003-04,23,GSW,NBA,SG,78,2936,7%,86%,8%,,,-0.3,+1.6,70,89,37,72,,23,,510,158,41,80
2004-05,24,GSW,NBA,SG,72,2724,1%,80%,18%,1%,,-2.7,-0.7,76,65,28,63,,17,,635,125,25,64
2005-06,25,GSW,NBA,SG,75,2877,,68%,29%,2%,,+0.6,+8.9,61,68,38,83,,24,,539,173,32,73
2006-07,26,GSW,NBA,SG,51,1675,,47%,41%,11%,,+2.8,+5.7,38,24,20,58,,10,,401,67,16,36
2007-08,27,CHA,NBA,SF,82,3149,,30%,67%,2%,,-4.2,+3.8,73,53,40,119,,23,,572,149,34,65
2008-09,28,TOT,NBA,SG,72,2410,,83%,17%,,,-0.5,-1.3,50,25,20,0,,0,,320,0,20,35
2008-09,28,CHA,NBA,SG,14,491,,73%,26%,,,-5.2,-4.3,8,9,7,21,,4,,84,25,3,11
2008-09,28,PHO,NBA,SG,58,1919,,85%,15%,,,+0.6,-2.9,42,16,13,44,,9,,236,67,17,24
2009-10,29,PHO,NBA,SG,79,2485,1%,95%,4%,,,+6.5,+2.9,40,30,22,74,,13,,330,83,19,46
2010-11,30,TOT,NBA,SG,80,2715,1%,76%,24%,,,+4.8,+3.3,43,32,20,0,,0,,350,0,7,34
2010-11,30,PHO,NBA,SG,25,796,,100%,,,,-1.3,-0.7,13,9,8,17,,4,,89,24,3,11
2010-11,30,ORL,NBA,SG,55,1919,1%,66%,33%,,,+7.4,+2.6,30,23,12,51,,7,,261,31,4,23
2011-12,31,ORL,NBA,SG,54,1591,,66%,33%,1%,,+3.2,+4.5,36,10,14,46,,7,,259,27,8,32
2012-13,32,PHI,NBA,SG,33,936,,82%,12%,6%,,-0.9,+3.5,12,10,4,23,,4,2,113,13,2,9
2014-15,34,PHI,NBA,SG,19,416,14%,86%,,,,-8.5,+1.0,11,4,1,15,2,1,1,90,6,0,2
