Player,Sim,1,2,3,4
Meyers Leonard,,2.8,2.4,2.2,0.6
Victor Alexander,89.6,3.0,2.5,2.3,1.1
Tom LaGarde,87.8,2.7,2.2,1.7,0.4
Gene Wiley,87.6,2.8,2.4,1.8,1.3
Otto Moore,86.2,3.5,2.4,2.3,0.9
Jim McIlvaine,83.9,3.0,1.9,1.8,0.8
Vitaly Potapenko,82.8,2.5,2.2,1.5,0.5
Michael Doleac,82.3,3.0,2.2,1.5,0.3
Len Elmore,82.1,3.4,2.2,2.1,0.0
Wayne Cooper,81.2,2.9,2.8,1.5,1.2
Zeljko Rebraca,81.2,3.3,2.4,1.3,0.5
