Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2010-11,18,ILLINOIS,33,272,28,58,0,1,12,17,10,41,5,5,13,26,50,68,.483,.000,.706,8.2,2.1,1.2,0.2
2011-12,19,ILLINOIS,32,1018,170,291,1,11,93,127,73,262,43,15,60,68,94,434,.584,.091,.732,31.8,13.6,8.2,1.3
