Player,Sim,1,2,3,4,5
Zoran Planinic,,0.8,0.7,0.1,,
Carlos Terry,86.1,0.8,0.8,-0.1,,
Tarence Kinsey,85.0,0.9,0.6,0.0,,
Tony Bennett,84.3,0.9,0.7,0.0,,
LaBradford Smith,84.2,0.8,0.8,-0.1,,
Litterial Green,82.2,0.8,0.8,0.1,0.0,-0.1
Charlie Davis,81.6,0.8,0.7,-0.1,,
Phil Rollins,78.9,1.1,0.7,0.1,,
Stan Pietkiewicz,73.7,1.0,0.6,0.0,,
Pearl Washington,73.5,0.7,0.7,0.5,,
Keith McLeod,73.4,0.8,0.6,0.3,0.2,
