Player,Sim,1,2,3,4,5,6,7
E'Twaun Moore,,1.8,1.7,0.8,0.2,0.2,,
Milt Palacio,83.6,1.8,1.7,0.8,0.2,0.2,-0.3,-0.5
James Robinson,78.5,2.3,1.9,1.2,0.2,0.2,0.0,-0.1
Sidney Lowe,78.3,1.7,1.5,0.5,0.3,,,
Corky Devlin,78.3,1.8,1.2,0.8,,,,
Maurice McHartley,78.2,2.4,1.8,0.8,,,,
Kenny Higgs,77.8,2.2,1.5,1.0,,,,
Mike Holton,77.1,2.3,1.3,0.8,0.3,0.2,-0.2,
Gary Brokaw,76.0,1.9,1.6,1.6,0.1,,,
Jimmy O'Brien,75.7,1.4,1.4,1.0,0.2,,,
Mo Layton,75.2,1.9,1.1,1.0,0.3,0.1,,
