Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2010-11,23,PHI,NBA,PF,3,33,.250,15.9,.688,.125,.250,.000,.313,.313,.364,.500,.000,,.600,.000,.750,.000,0,,.200,.000,0,0
2011-12,24,PHI,NBA,PF,14,88,.273,17.0,.727,.121,.061,.182,.364,.273,.250,.750,.000,.167,.167,.333,.667,.000,0,1.000,.222,1.000,0,0
