Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,23,HOU,NBA,PG,80,3194,72%,28%,,,,+3.2,+3.7,124,67,74,75,,32,,1149,151,35,72
2001-02,24,HOU,NBA,PG,57,2343,61%,39%,,,,-1.2,+10.6,113,57,51,56,,26,,816,174,33,71
2002-03,25,HOU,NBA,PG,81,3318,78%,22%,,,,+3.1,+8.9,138,79,82,81,,26,,1141,219,43,84
2003-04,26,HOU,NBA,PG,79,3194,90%,10%,,,,+2.8,+4.8,137,88,69,86,,30,,1130,167,30,51
2004-05,27,ORL,NBA,PG,78,2978,71%,28%,,,,-1.0,+6.8,157,71,89,101,,40,,1196,228,54,56
2005-06,28,TOT,NBA,PG-SG,70,2393,59%,41%,,,,-5.7,-2.2,96,54,64,0,,0,,754,0,35,37
2005-06,28,ORL,NBA,PG,46,1734,67%,33%,,,,-2.7,-2.7,69,39,48,52,,17,,577,117,24,30
2005-06,28,NYK,NBA,SG,24,659,38%,61%,,,,-13.2,-7.5,27,15,16,20,,4,,177,48,11,7
2006-07,29,NYK,NBA,SG,44,1237,18%,77%,5%,,,-1.7,+2.5,44,21,35,52,,13,,391,96,21,22
2007-08,30,HOU,NBA,PG,10,199,50%,45%,4%,,,-1.6,-7.6,7,4,3,11,,3,,68,8,1,5
