Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2004-05,18,NEVADA,32,994,106,257,6,27,70,101,,120,166,47,3,,,288,.412,.222,.693,31.1,9.0,3.8,5.2
2005-06,19,NEVADA,31,813,60,167,0,3,25,44,,129,153,37,4,,,145,.359,.000,.568,26.2,4.7,4.2,4.9
2006-07,20,NEVADA,34,1028,140,310,19,50,118,143,,161,159,29,7,,,417,.452,.380,.825,30.2,12.3,4.7,4.7
