2-Pt Field Goal Pct
2006-07 NBA .603 (2nd)
2007-08 NBA .601 (3rd)
2008-09 NBA .573 (4th)
2009-10 NBA .617 (1st)
2010-11 NBA .597 (2nd)
2011-12 NBA .579 (3rd)
2012-13 NBA .581 (4th)
2013-14 NBA .594 (4th)
2015-16 NBA .626 (2nd)
2016-17 NBA .641 (3rd)
Active .587 (4th)
Career NBA .587 (5th)
Career .587 (4th)
