Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2006-07,21,ORL,NBA,C,1,0,20:39,10,14,.714,0,0,,0,5,.000,7,12,1,0,1,3,0,20
2007-08,22,ORL,NBA,C,1,1,30:33,7,7,1.000,0,0,,2,3,.667,5,9,3,3,1,1,4,16
2008-09,23,ORL,NBA,C,1,1,27:30,5,11,.455,0,2,.000,3,5,.600,3,9,0,1,3,1,3,13
2009-10,24,ORL,NBA,C,1,1,27:24,7,10,.700,1,2,.500,2,3,.667,0,5,1,0,3,1,4,17
2010-11,25,ORL,NBA,C,1,1,21:17,2,4,.500,0,2,.000,1,2,.500,2,7,1,1,0,2,4,5
2011-12,26,ORL,NBA,C,1,1,31:10,4,9,.444,0,4,.000,1,2,.500,5,10,3,0,1,1,4,9
2012-13,27,LAL,NBA,C,1,1,14:11,4,6,.667,1,1,1.000,0,0,,0,7,0,0,0,1,1,9
2013-14,28,HOU,NBA,C,1,0,13:17,4,6,.667,0,2,.000,0,0,,4,11,3,0,0,0,0,8
