Defensive Rebounds
2004-05 NBA 536 (7th)
2005-06 NBA 734 (2nd)
2006-07 NBA 725 (2nd)
2007-08 NBA 882 (1st)
2008-09 NBA 757 (1st)
2009-10 NBA 798 (1st)
2010-11 NBA 789 (1st)
2011-12 NBA 585 (1st)
2012-13 NBA 694 (1st)
2013-14 NBA 635 (4th)
2015-16 NBA 597 (9th)
2016-17 NBA 391 (10th)
Active 8444 (2nd)
Career NBA 8444 (13th)
Career 8444 (14th)
