Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2004-05,19,ORL,NBA,PF,82,2670,.520,3.7,.997,.592,.301,.062,.041,.003,.521,.623,.407,.167,.429,.000,.526,.257,162,,.000,,0,0
2005-06,20,ORL,NBA,PF,82,3021,.531,3.3,.998,.613,.294,.068,.023,.002,.532,.643,.402,.217,.200,.000,.530,.269,214,,.000,,1,0
2006-07,21,ORL,NBA,C,82,3023,.603,2.7,.998,.627,.331,.037,.003,.002,.603,.720,.429,.188,.333,.500,.556,.312,254,1.000,.000,,0,0
2007-08,22,ORL,NBA,C,82,3088,.599,3.4,.996,.584,.348,.057,.006,.004,.601,.756,.401,.250,.500,.000,.678,.297,269,,.000,,3,0
2008-09,23,ORL,NBA,C,79,2821,.572,3.4,.998,.546,.398,.045,.008,.002,.573,.707,.433,.250,.250,.000,.513,.217,202,,.000,,0,0
2009-10,24,ORL,NBA,C,82,2843,.612,3.8,.992,.553,.396,.040,.004,.008,.617,.753,.452,.394,.333,.000,.496,.246,197,,.000,,5,0
2010-11,25,ORL,NBA,C,78,2935,.593,4.9,.993,.495,.385,.096,.017,.007,.597,.752,.453,.380,.556,.000,.532,.225,227,,.000,,4,0
2011-12,26,ORL,NBA,C,54,2070,.573,4.2,.990,.517,.459,.012,.003,.010,.579,.731,.417,.333,.000,.000,.505,.200,137,,.000,,5,0
2012-13,27,LAL,NBA,C,76,2722,.578,3.7,.993,.594,.357,.025,.017,.007,.581,.700,.424,.250,.214,.167,.697,.244,187,1.000,.333,.500,1,0
2013-14,28,HOU,NBA,C,71,2396,.591,3.5,.991,.576,.393,.020,.003,.009,.594,.735,.408,.188,.500,.286,.510,.258,195,1.000,.571,.500,2,0
2014-15,29,HOU,NBA,C,41,1223,.593,3.1,.995,.624,.364,.002,.005,.005,.594,.723,.377,.000,.500,.500,.612,.265,104,1.000,.000,,1,0
2015-16,30,HOU,NBA,C,71,2280,.620,2.6,.990,.658,.322,.008,.003,.010,.626,.752,.378,.400,.000,.000,.710,.318,176,,.000,,2,0
2016-17,31,ATL,NBA,C,45,1335,.641,2.6,1.000,.784,.153,.026,.037,.000,.641,.741,.293,.300,.214,,.646,.354,129,,,,0,0
