Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
2013-14,22,MEM,NBA,SG,21,161,4.7,.489,.282,.051,2.9,14.0,8.5,5.4,1.3,1.0,21.6,14.6,,-0.2,0.2,0.0,-0.002,,-5.1,-0.2,-5.4,-0.1
2014-15,23,DEN,NBA,SG,3,13,4.9,.750,1.000,.000,8.0,8.6,8.3,32.8,0.0,6.0,60.0,16.6,,0.0,0.0,0.0,-0.063,,-4.8,-0.3,-5.1,0.0
