Player,Sim,1,2,3,4,5,6,7,8
Julian Wright,,1.7,0.8,0.8,0.6,,,,
Byron Houston,89.1,1.8,0.9,0.7,0.5,,,,
Bob Portman,83.2,1.9,1.2,0.8,0.5,,,,
D.J. White,81.9,1.8,0.8,0.6,0.4,0.2,0.0,,
Yi Jianlian,78.5,1.3,0.7,0.7,0.4,0.0,,,
Joe Kopicki,76.1,1.9,0.9,0.7,,,,,
John Thomas,75.5,1.5,0.9,0.4,0.4,0.0,,,
Tony Brown,74.8,1.8,1.3,0.9,0.5,0.2,0.2,0.0,
Chris Johnson,74.7,1.4,1.1,0.8,0.2,,,,
Cliff Meely,74.5,1.8,1.2,1.0,0.4,0.2,,,
Anthony Miller,73.6,1.2,1.2,0.8,0.6,0.0,0.0,0.0,-0.1
