Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
Career,,,113,3402,528,1229,263,656,370,427,,348,510,147,7,352,207,1689,.430,.401,.867,30.1,14.9,3.1,4.5
