3-Pt Field Goal Pct
2001-02 NBA .455 (5th)
2002-03 NBA .413 (6th)
2004-05 NBA .431 (6th)
2005-06 NBA .439 (6th)
2006-07 NBA .455 (2nd)
2007-08 NBA .470 (2nd)
2008-09 NBA .439 (9th)
2009-10 NBA .426 (10th)
2012-13 NBA .439 (5th)
Career NBA .428 (9th)
Career .428 (9th)
