Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,26,DAL,NBA,PG,10,370,95%,5%,,,,-6.0,-7.5,12,8,5,5,,2,0,142,10,2,7
2001-02,27,DAL,NBA,PG,8,323,100%,,,,,4.4,26.7,18,11,1,8,,0,0,158,7,1,1
2002-03,28,DAL,NBA,PG,20,729,100%,,,,,-1.1,-1.5,33,9,9,13,,3,0,330,20,6,11
2003-04,29,DAL,NBA,PG,5,197,100%,,,,,-1.6,-11.9,9,3,0,5,,0,0,97,2,0,1
2004-05,30,PHO,NBA,PG,15,610,91%,9%,,,,4.4,-0.5,52,11,7,11,,4,0,390,16,4,6
2005-06,31,PHO,NBA,PG,20,798,99%,1%,1%,,,5.9,20.3,40,20,7,14,,3,0,459,25,7,12
2006-07,32,PHO,NBA,PG,11,413,100%,,,,,6.7,4.8,30,14,4,8,,2,0,322,12,2,9
2007-08,33,PHO,NBA,PG,5,183,100%,,,,,-4.6,-7.0,6,5,1,6,,1,0,84,2,0,2
2009-10,35,PHO,NBA,PG,16,539,93%,7%,,,,5.8,0.1,45,13,2,9,,1,0,366,9,4,8
2012-13,38,LAL,NBA,PG,2,61,26%,74%,,,,-5.3,21.9,3,0,0,1,0,0,0,21,2,1,1
