Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,980,32920,93%,7%,,,,+7.0,+7.5,2302,583,247,596,1,106,7,21186,698,191,438
8 seasons,,PHO,NBA,,603,20433,95%,5%,,,,+8.0,+10.8,1616,395,129,362,0,44,0,14794,388,123,234
4 seasons,,DAL,NBA,,312,10547,91%,9%,,,,+6.6,+2.8,570,156,109,205,0,60,0,5445,279,64,188
2 seasons,,LAL,NBA,,65,1940,76%,24%,,,,-0.8,-1.6,116,32,9,29,1,2,7,947,31,4,16
