Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996-97,22,PHO,NBA,PG,4,0,3.8,0.5,2.3,.222,0.3,1.0,.250,0.3,1.3,.200,.278,0.0,0.0,,0.3,0.0,0.3,0.3,0.3,0.3,0.5,1.3,1.3
1997-98,23,PHO,NBA,PG,4,1,12.8,2.0,4.5,.444,0.3,1.3,.200,1.8,3.3,.538,.472,1.3,2.0,.625,0.5,2.0,2.5,1.8,0.5,0.0,0.8,1.8,5.5
2000-01,26,DAL,NBA,PG,10,10,37.0,4.5,10.8,.417,1.6,3.9,.410,2.9,6.9,.420,.491,3.0,3.4,.882,0.6,2.6,3.2,6.4,0.6,0.1,2.5,1.9,13.6
2001-02,27,DAL,NBA,PG,8,8,40.4,6.4,14.8,.432,2.5,5.6,.444,3.9,9.1,.425,.517,4.3,4.4,.971,0.9,3.1,4.0,8.8,0.5,0.0,3.8,2.5,19.5
2002-03,28,DAL,NBA,PG,20,20,36.5,5.8,12.9,.447,1.9,3.8,.487,3.9,9.1,.431,.519,2.8,3.2,.873,0.8,2.8,3.5,7.3,0.9,0.1,2.6,2.4,16.1
2003-04,29,DAL,NBA,PG,5,5,39.4,5.4,14.0,.386,1.2,3.2,.375,4.2,10.8,.389,.429,1.6,1.8,.889,1.2,4.0,5.2,9.0,0.8,0.0,2.4,2.8,13.6
2004-05,30,PHO,NBA,PG,15,15,40.7,9.3,17.9,.520,1.4,3.6,.389,7.9,14.3,.553,.559,3.8,4.1,.919,0.6,4.2,4.8,11.3,0.9,0.2,4.7,2.4,23.9
2005-06,31,PHO,NBA,PG,20,20,39.9,7.3,14.6,.502,1.6,4.4,.368,5.7,10.2,.559,.557,4.2,4.6,.912,0.5,3.2,3.7,10.2,0.4,0.3,3.4,1.9,20.4
2006-07,32,PHO,NBA,PG,11,11,37.5,6.7,14.5,.463,1.7,3.5,.487,5.0,11.0,.455,.522,3.7,4.2,.891,0.4,2.8,3.2,13.3,0.4,0.1,4.4,1.9,18.9
2007-08,33,PHO,NBA,PG,5,5,36.6,6.4,14.0,.457,1.2,4.0,.300,5.2,10.0,.520,.500,2.2,2.4,.917,0.2,2.6,2.8,7.8,0.4,0.2,2.4,2.0,16.2
2009-10,35,PHO,NBA,PG,16,16,33.7,6.2,11.9,.518,1.2,3.1,.380,5.0,8.8,.567,.568,4.2,4.7,.893,0.4,2.9,3.3,10.1,0.3,0.1,3.8,1.3,17.8
2012-13,38,LAL,NBA,PG,2,2,30.5,5.0,11.5,.435,0.0,1.5,.000,5.0,10.0,.500,.435,2.5,2.5,1.000,1.0,1.5,2.5,4.5,0.0,0.0,1.5,1.0,12.5
