Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1996-97,22,PHO,NBA,PG,4,0,15,6.7,30.3,.222,3.4,13.5,.250,3.4,16.8,.200,0.0,0.0,,3.4,0.0,3.4,3.4,3.4,3.4,6.7,16.8,16.8,,57,115
1997-98,23,PHO,NBA,PG,4,1,51,8.2,18.5,.444,1.0,5.1,.200,7.2,13.4,.538,5.1,8.2,.625,2.1,8.2,10.3,7.2,2.1,0.0,3.1,7.2,22.7,,105,109
2000-01,26,DAL,NBA,PG,10,10,370,6.6,15.8,.417,2.3,5.7,.410,4.3,10.1,.420,4.4,5.0,.882,0.9,3.8,4.7,9.4,0.9,0.1,3.7,2.8,19.9,,110,113
2001-02,27,DAL,NBA,PG,8,8,323,7.9,18.2,.432,3.1,6.9,.444,4.8,11.3,.425,5.2,5.4,.971,1.1,3.9,4.9,10.8,0.6,0.0,4.6,3.1,24.1,,114,116
2002-03,28,DAL,NBA,PG,20,20,729,8.1,18.1,.447,2.6,5.4,.487,5.5,12.8,.431,3.9,4.4,.873,1.1,3.9,4.9,10.2,1.2,0.1,3.6,3.3,22.7,,115,114
2003-04,29,DAL,NBA,PG,5,5,197,6.8,17.7,.386,1.5,4.0,.375,5.3,13.7,.389,2.0,2.3,.889,1.5,5.1,6.6,11.4,1.0,0.0,3.0,3.5,17.2,,106,107
2004-05,30,PHO,NBA,PG,15,15,610,11.7,22.5,.520,1.8,4.5,.389,10.0,18.0,.553,4.8,5.2,.919,0.8,5.3,6.0,14.2,1.2,0.3,5.9,3.0,29.9,,119,116
2005-06,31,PHO,NBA,PG,20,20,798,9.5,19.0,.502,2.1,5.7,.368,7.4,13.3,.559,5.4,5.9,.912,0.6,4.2,4.8,13.3,0.5,0.3,4.4,2.5,26.5,,120,116
2006-07,32,PHO,NBA,PG,11,11,413,9.1,19.8,.463,2.3,4.8,.487,6.8,14.9,.455,5.1,5.7,.891,0.5,3.8,4.3,18.0,0.5,0.1,5.9,2.6,25.7,,114,110
2007-08,33,PHO,NBA,PG,5,5,183,9.1,19.8,.457,1.7,5.7,.300,7.4,14.2,.520,3.1,3.4,.917,0.3,3.7,4.0,11.0,0.6,0.3,3.4,2.8,22.9,,109,111
2009-10,35,PHO,NBA,PG,16,16,539,9.7,18.7,.518,1.9,4.9,.380,7.8,13.8,.567,6.6,7.3,.893,0.6,4.5,5.1,15.8,0.4,0.1,5.9,2.0,27.8,,122,117
2012-13,38,LAL,NBA,PG,2,2,61,8.5,19.6,.435,0.0,2.6,.000,8.5,17.1,.500,4.3,4.3,1.000,1.7,2.6,4.3,7.7,0.0,0.0,2.6,1.7,21.4,,104,119
