Player,Sim,1,2,3
MarShon Brooks,,1.3,0.8,0.4
A.J. Price,91.1,1.2,0.7,0.3
Steve Alford,89.7,1.4,0.9,0.3
Salim Stoudamire,89.3,1.2,0.8,0.3
Tony Delk,87.9,1.6,0.8,0.4
Keith Askins,86.7,1.4,0.7,0.6
Si Green,85.1,1.0,0.8,0.4
Vonteego Cummings,84.5,1.3,0.6,0.2
Jordan Hamilton,83.5,1.6,0.8,0.3
Nick Young,82.6,1.4,1.2,0.4
Jimmer Fredette,81.6,1.1,0.8,0.3
