Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,23,DET,NBA,PF,15,126,,,19%,79%,1%,-14.0,-12.6,3,2,4,13,,3,,6,8,2,3
2001-02,24,DET,NBA,PF,8,43,,21%,44%,35%,,+17.0,+14.4,0,0,0,3,,0,,5,1,0,0
2002-03,25,WAS,NBA,PF,5,15,,25%,18%,44%,13%,+41.4,+42.6,1,0,0,0,,0,,2,1,0,0
2003-04,26,GSW,NBA,PF,76,1634,,,27%,69%,4%,+4.3,+8.5,44,24,16,87,,13,,224,96,19,40
2004-05,27,MEM,NBA,PF,58,1433,,,,92%,7%,+5.2,+3.6,49,18,16,95,,8,,254,61,9,34
2005-06,28,MEM,NBA,PF,36,402,,,1%,85%,15%,+7.2,+3.0,18,4,5,36,,5,,68,11,1,11
2006-07,29,MEM,NBA,PF,28,313,,,1%,78%,21%,-6.0,-0.4,18,3,2,25,,1,,67,8,1,4
2007-08,30,MEM,NBA,PF,37,440,,,1%,80%,19%,+0.3,+7.9,14,6,3,38,,2,,55,7,2,2
2008-09,31,MIN,NBA,PF,64,909,,,3%,65%,32%,-0.2,+7.0,31,7,10,70,,9,,173,9,1,9
2009-10,32,MIN,NBA,PF,29,267,,,,96%,4%,-9.8,+0.2,4,1,2,33,,2,,50,3,0,0
2010-11,33,DAL,NBA,SF,56,618,,,20%,79%,1%,-0.5,-6.3,15,1,1,55,,0,,101,4,0,4
2011-12,34,DAL,NBA,SF,44,277,,2%,55%,41%,2%,-9.1,-11.3,6,2,0,19,,0,,40,1,0,1
