Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2009-10,23,NYK,NBA,PG,56,1087,56%,43%,2%,,,-5.2,-1.8,28,10,17,43,,6,,276,25,5,21
2010-11,24,NYK,NBA,SG,81,1971,47%,53%,,,,+2.6,+2.9,43,17,29,70,,16,,578,42,8,29
2011-12,25,NYK,NBA,PG,38,656,89%,11%,,,,-0.4,-4.7,33,10,13,13,,7,,186,12,4,15
2012-13,26,TOT,NBA,PG,71,1289,95%,5%,,,,+4.0,+5.8,48,10,23,0,,0,0,357,0,9,31
2012-13,26,HOU,NBA,PG,49,913,98%,2%,,,,+3.1,-0.6,32,8,16,30,,5,7,220,27,8,22
2012-13,26,SAC,NBA,PG,22,376,87%,13%,,,,+6.2,+12.8,16,2,7,14,,2,0,137,5,1,9
2013-14,27,TOT,NBA,PG,51,675,53%,47%,,,,+0.1,-5.6,26,1,7,0,0,0,0,159,0,2,14
2013-14,27,GSW,NBA,PG,24,265,100%,,,,,-13.0,-19.3,12,1,3,13,0,1,1,42,4,1,3
2013-14,27,MIA,NBA,PG,27,410,23%,77%,,,,+9.5,+4.6,14,0,4,19,1,1,0,117,10,1,11
2014-15,28,NOP,NBA,SG,12,177,27%,72%,1%,,,+2.5,+1.1,6,2,2,8,0,2,0,55,4,1,1
2015-16,29,NOP,NBA,PG,61,1262,64%,35%,1%,,,-4.9,-1.6,16,27,21,50,6,7,3,359,35,5,29
2016-17,30,MEM,NBA,PG,8,117,100%,,,,,+2.7,+1.4,1,6,0,5,0,0,0,42,3,1,3
