Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,21,CLE,NBA,C,59,1166,,,,,100%,-4.2,+0.8,15,29,36,78,,21,,35,51,9,49
2001-02,22,CLE,NBA,C,74,1659,,,,11%,89%,-8.7,-8.6,17,21,59,114,,41,,56,84,12,50
2002-03,23,CLE,NBA,C,52,809,,,,36%,64%,-8.5,+2.5,10,12,26,69,,9,,60,43,3,28
2003-04,24,TOT,NBA,C-PF,76,1330,,,,23%,77%,-3.2,-1.2,22,23,45,0,,0,,46,0,10,44
2003-04,24,CLE,NBA,PF,22,391,,,,77%,23%,+1.9,+5.4,8,4,13,27,,7,,23,23,2,13
2003-04,24,BOS,NBA,C,54,939,,,,,100%,-5.3,-5.1,14,19,32,82,,15,,23,53,8,31
2004-05,25,LAL,NBA,C,75,1870,,,,,100%,-4.9,-2.5,23,33,54,132,,21,,114,117,16,59
2005-06,26,LAL,NBA,C,59,1541,,,,,100%,+1.4,-1.7,12,26,45,113,,21,,136,81,15,39
2007-08,28,LAL,NBA,C,23,278,,,,2%,98%,-2.4,-10.9,4,4,9,29,,4,,30,11,3,10
2008-09,29,LAL,NBA,C,18,105,,,,,100%,-17.1,-26.0,2,3,5,11,,2,,22,2,1,6
