Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,566,18524,14.0,.568,.494,.250,1.9,9.1,5.5,10.1,1.8,0.5,9.6,19.1,,27.8,13.9,41.7,.108,,2.0,-0.6,1.3,15.6
5 seasons,,POR,NBA,,359,12193,15.1,.575,.486,.260,2.1,9.0,5.5,10.4,1.9,0.4,9.6,19.8,,22.3,8.8,31.1,.122,,2.7,-0.8,1.9,12.1
2 seasons,,DAL,NBA,,125,4306,11.6,.536,.595,.186,1.0,9.8,5.3,9.4,1.6,0.6,8.2,18.6,,2.8,3.2,6.0,.067,,0.8,-0.3,0.4,2.6
1 season,,UTA,NBA,,82,2025,12.3,.592,.292,.342,3.0,8.0,5.6,9.0,1.6,0.6,12.5,16.5,,2.6,1.9,4.6,.108,,0.3,-0.5,-0.2,0.9
