Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,566,506,18524,2734,6338,.431,1210,3131,.386,1524,3207,.475,.527,1312,1584,.828,316,1461,1777,1165,638,109,746,1255,7990
5 seasons,,POR,NBA,,359,333,12193,1888,4311,.438,826,2096,.394,1062,2215,.479,.534,923,1119,.825,228,956,1184,787,441,66,511,823,5525
2 seasons,,DAL,NBA,,125,125,4306,573,1462,.392,321,870,.369,252,592,.426,.502,229,272,.842,38,364,402,254,133,28,142,280,1696
1 season,,UTA,NBA,,82,48,2025,273,565,.483,63,165,.382,210,400,.525,.539,160,193,.829,50,141,191,124,64,15,93,152,769
