Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2000-01,18,MARYLAND,34,294,51,88,0,0,20,33,,73,16,6,18,,,122,.580,,.606,8.6,3.6,2.1,0.5
2001-02,19,MARYLAND,36,866,173,343,0,2,86,147,,257,53,28,53,,,432,.504,.000,.585,24.1,12.0,7.1,1.5
