Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002-03,20,LAC,NBA,PF,46,3,479,5.5,10.5,.521,0.0,0.0,,5.5,10.5,.521,1.9,3.8,.500,2.4,5.4,7.8,1.6,0.5,0.9,2.0,4.9,12.9
2003-04,21,LAC,NBA,C,65,17,1340,6.1,11.7,.521,0.0,0.0,.000,6.1,11.7,.522,2.8,4.0,.700,3.4,4.8,8.2,1.4,0.8,0.5,2.1,4.9,15.0
2004-05,22,LAC,NBA,C,54,25,1005,6.1,11.8,.514,0.0,0.0,,6.1,11.8,.514,3.2,5.2,.611,2.3,5.9,8.2,1.4,0.9,0.9,2.8,4.6,15.3
2005-06,23,TOT,NBA,C-PF,77,24,1529,6.1,10.6,.571,0.0,0.0,.000,6.1,10.5,.574,2.6,3.6,.732,2.8,6.9,9.7,1.2,0.8,0.8,1.7,4.3,14.7
2005-06,23,LAC,NBA,C,48,1,657,4.9,9.2,.536,0.0,0.1,.000,4.9,9.1,.542,2.1,3.2,.644,2.5,7.0,9.5,1.0,0.8,1.2,1.8,5.6,11.9
2005-06,23,SEA,NBA,PF,29,23,872,6.9,11.6,.592,0.0,0.0,,6.9,11.6,.592,3.1,3.9,.787,3.0,6.8,9.8,1.4,0.7,0.5,1.7,3.3,16.8
2006-07,24,SEA,NBA,PF,82,81,2586,6.0,11.4,.529,0.0,0.1,.000,6.0,11.3,.533,3.3,4.9,.684,2.5,6.3,8.8,1.1,1.0,0.5,1.8,3.5,15.4
2007-08,25,SEA,NBA,PF,62,55,1739,6.9,13.2,.524,0.0,0.1,.000,6.9,13.1,.526,3.3,5.1,.645,2.6,6.4,9.0,1.5,1.0,0.7,2.1,3.6,17.1
2008-09,26,TOT,NBA,C,62,6,1049,6.3,12.7,.497,0.0,0.1,.000,6.3,12.6,.503,2.7,4.8,.564,3.3,6.2,9.5,1.6,0.9,0.5,2.6,4.7,15.3
2008-09,26,OKC,NBA,C,37,6,719,6.5,13.4,.485,0.0,0.2,.000,6.5,13.3,.491,2.6,4.4,.598,3.3,6.5,9.8,1.7,0.9,0.6,2.8,4.5,15.6
2008-09,26,NYK,NBA,C,25,0,330,5.9,11.1,.529,0.0,0.1,.000,5.9,11.0,.535,2.9,5.8,.509,3.4,5.6,8.9,1.5,0.9,0.5,2.2,5.2,14.7
2009-10,27,DET,NBA,PF,34,10,441,5.1,9.8,.525,0.0,0.0,,5.1,9.8,.525,2.1,4.2,.500,3.6,6.0,9.6,1.1,1.1,1.0,3.1,5.2,12.4
2010-11,28,DET,NBA,PF,57,29,995,6.8,11.7,.581,0.0,0.0,.000,6.8,11.6,.583,1.8,3.2,.562,3.4,6.4,9.8,1.6,1.0,0.6,1.6,5.2,15.3
2011-12,29,BOS,NBA,C,28,4,481,4.8,8.0,.598,0.0,0.0,,4.8,8.0,.598,1.8,2.9,.615,2.8,6.3,9.1,0.9,0.8,0.7,2.2,4.8,11.4
2012-13,30,BOS,NBA,C,61,7,830,4.8,6.6,.719,0.0,0.0,.000,4.8,6.6,.724,1.7,2.5,.672,2.4,5.4,7.8,1.0,1.4,1.2,1.5,5.4,11.2
