Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2002-03,20,LAC,NBA,PF,46,479,,,,97%,2%,+2.6,+8.2,10,10,6,35,,5,,44,20,2,10
2003-04,21,LAC,NBA,C,65,1340,,,1%,51%,49%,-3.5,+2.4,35,18,27,104,,20,,107,67,18,28
2004-05,22,LAC,NBA,C,54,1005,,,2%,23%,76%,-3.3,-3.4,34,17,26,69,,13,,79,64,20,25
2005-06,23,TOT,NBA,C-PF,77,1529,,,1%,80%,19%,+1.3,+2.6,28,17,27,0,,0,,111,0,20,25
2005-06,23,LAC,NBA,C,48,657,,,2%,57%,41%,+6.1,+5.1,9,8,15,52,,11,,38,29,12,8
2005-06,23,SEA,NBA,PF,29,872,,,1%,96%,3%,-2.1,+1.5,19,9,12,51,,6,,73,43,8,17
2006-07,24,SEA,NBA,PF,82,2586,,,,88%,12%,-1.1,+6.2,36,36,55,133,,32,,180,183,47,47
2007-08,25,SEA,NBA,PF,62,1739,,,,85%,15%,-5.8,+5.9,43,28,32,88,,25,,164,122,23,47
2008-09,26,TOT,NBA,C,62,1049,,,1%,44%,56%,-8.7,-4.6,27,25,23,0,,0,,107,0,20,24
2008-09,26,OKC,NBA,C,37,719,,,,57%,42%,-8.7,-2.3,23,17,15,54,,6,,74,44,11,15
2008-09,26,NYK,NBA,C,25,330,,,2%,14%,84%,-8.8,-6.6,4,8,8,24,,4,,33,28,9,9
2009-10,27,DET,NBA,PF,34,441,,2%,16%,82%,,-17.2,-12.7,15,11,12,25,,6,,27,22,5,5
2010-11,28,DET,NBA,PF,57,995,,,3%,93%,4%,-0.0,+5.2,20,7,16,77,,10,,92,47,18,17
2011-12,29,BOS,NBA,C,28,481,,,,46%,54%,-3.7,-7.9,17,7,6,36,,3,,28,19,3,6
2012-13,30,BOS,NBA,C,61,830,,,,23%,77%,-1.4,-1.1,13,5,16,76,,11,0,49,25,6,4
