Player,Sim,1,2,3,4,5,6,7
Brian Roberts,,2.2,2.2,1.8,1.0,,,
Jerry Fleishman,86.8,2.2,2.1,1.6,1.3,0.6,,
Leon Wood,83.0,2.2,2.0,1.9,0.6,0.3,-0.2,
Nelson Bobb,82.2,2.0,1.8,1.2,1.1,,,
Lonnie Wright,82.0,2.3,2.1,1.7,0.7,-0.9,,
Dave Wohl,80.9,2.1,1.7,1.4,1.0,0.2,0.0,-0.2
Med Park,80.1,1.9,1.9,1.8,1.6,0.4,,
Dion Waiters,78.8,2.1,1.6,1.1,0.9,,,
Gordan Giricek,77.8,2.4,1.9,1.8,1.6,0.5,-0.2,
Greg Minor,77.3,3.0,2.1,1.7,0.8,0.6,,
Joe Hassett,76.0,2.0,1.6,1.4,0.9,0.5,0.0,
