Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,287,4877,.413,16.8,.670,.124,.138,.116,.291,.330,.442,.477,.433,.448,.429,.354,.334,.000,0,.639,.156,.371,10,0
2 seasons,,"NOH,NOP",NBA,,150,2991,.418,16.4,.697,.123,.162,.124,.288,.303,.439,.440,.452,.489,.411,.372,.305,.000,0,.602,.163,.352,8,0
3 seasons,,CHO,NBA,,116,1749,.398,17.6,.617,.121,.092,.105,.298,.383,.444,.507,.389,.355,.463,.324,.391,.000,0,.685,.138,.387,2,0
1 season,,POR,NBA,,21,137,.460,15.1,.700,.180,.140,.080,.300,.300,.486,.778,.286,.500,.400,.400,.353,.000,0,.833,.267,.500,0,0
