Season,Team,Lg,Salary
2012-13,New Orleans Hornets,NBA,"$473,604"
2013-14,New Orleans Pelicans,NBA,"$788,872"
2014-15,Charlotte Hornets,NBA,"$2,732,000"
2015-16,Portland Trail Blazers,NBA,"$2,854,940"
