Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Career,,,NBA,,128,5,1360,5.0,12.9,.390,2.5,7.4,.333,2.6,5.5,.466,1.1,1.4,.784,1.2,6.1,7.3,2.1,1.3,0.4,1.3,3.2,13.6,,103,108
2 seasons,,LAC,NBA,,68,2,658,5.0,13.4,.377,2.8,8.6,.330,2.2,4.8,.460,0.8,1.1,.786,0.8,6.3,7.2,1.4,1.4,0.2,1.5,3.3,13.8,,97,107
2 seasons,,DET,NBA,,49,3,627,5.6,12.7,.437,2.4,6.6,.366,3.1,6.1,.513,1.3,1.5,.842,1.6,5.9,7.5,3.1,1.2,0.4,1.1,3.4,14.8,,116,108
1 season,,PHO,NBA,,11,0,75,0.7,10.6,.063,0.0,4.7,.000,0.7,6.0,.111,1.3,2.7,.500,0.7,6.0,6.6,1.3,0.7,1.3,1.3,1.3,2.7,,33,109
