Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,4,27,30.0,1.000,.429,.000,0.0,8.7,4.5,27.2,2.0,0.0,0.0,12.8,,0.2,0.0,0.2,.317,,8.2,0.1,8.3,0.1
1 season,,DET,NBA,,2,22,31.6,1.000,.500,.000,0.0,10.7,5.5,26.1,2.5,0.0,0.0,13.7,,0.2,0.0,0.2,.329,,9.6,2.0,11.6,0.1
1 season,,LAC,NBA,,2,5,23.0,1.000,.000,.000,0.0,0.0,0.0,32.2,0.0,0.0,0.0,8.7,,0.0,0.0,0.0,.262,,2.1,-8.4,-6.3,0.0
