Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,4,0,27,8.0,9.3,.857,2.7,4.0,.667,5.3,5.3,1.000,0.0,0.0,,0.0,2.7,2.7,5.3,1.3,0.0,0.0,2.7,18.7
1 season,,DET,NBA,,2,0,22,8.2,9.8,.833,3.3,4.9,.667,4.9,4.9,1.000,0.0,0.0,,0.0,3.3,3.3,4.9,1.6,0.0,0.0,3.3,19.6
1 season,,LAC,NBA,,2,0,5,7.2,7.2,1.000,0.0,0.0,,7.2,7.2,1.000,0.0,0.0,,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,14.4
