Player,Sim,1,2,3
Reggie Bullock,,1.2,0.2,0.1
Ricky Davis,86.8,1.1,0.2,0.2
Troy Daniels,84.2,1.1,0.2,0.2
Lowes Moore,83.4,1.1,0.2,0.2
Kyle Weaver,78.5,1.2,0.3,0.0
Elston Turner,78.2,1.4,0.3,0.1
Ronnie Price,77.0,1.1,0.4,0.1
Nick Jones,75.0,1.3,0.2,-0.2
Anthony Johnson,74.1,1.1,0.4,0.3
Nate Hawthorne,74.1,1.1,0.5,0.1
Kent Bazemore,72.0,1.6,0.2,0.1
