Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,28,547,,,,,100%,+2.8,+2.9,3,4,8,61,0,3,0,9,12,5,5
2 seasons,,DAL,NBA,,28,547,,,,,100%,+2.8,+2.9,3,4,8,61,0,3,0,9,12,5,5
