Player,Sim,1,2,3,4,5,6,7,8
Ira Newble,,3.3,2.3,1.9,0.9,0.5,0.2,0.1,0.1
Mark Alarie,87.1,3.1,2.2,1.5,0.9,0.6,,,
Bruce Seals,82.4,2.9,2.4,1.6,0.6,0.3,,,
Jahidi White,82.1,3.3,3.2,2.1,1.2,0.6,0.2,-0.1,
George Trapp,81.7,3.5,2.4,1.5,1.0,0.1,-0.2,,
James Singleton,81.6,3.0,2.3,1.1,1.0,0.7,,,
Lee Nailon,81.3,3.5,2.2,0.9,0.7,0.5,0.3,,
George Kaftan,80.9,3.4,2.4,1.7,1.6,-0.1,,,
Don Barksdale,80.9,3.1,2.3,2.2,1.5,,,,
Mickey Davis,80.5,3.4,2.6,2.3,0.4,0.3,-0.1,,
Mike Scott,80.3,3.2,2.7,2.6,0.9,,,,
