Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,26,SAS,NBA,SF,27,184,,2%,88%,10%,,-15.8,-25.9,6,0,1,5,,0,,13,5,0,7
2001-02,27,ATL,NBA,SF,42,1273,,83%,17%,,,-0.3,+6.7,27,9,13,62,,6,,106,38,8,28
2002-03,28,ATL,NBA,SF,73,1931,,58%,42%,,,-6.8,-5.9,37,18,14,81,,12,,220,45,14,31
2003-04,29,CLE,NBA,SF,64,1245,15%,28%,49%,8%,,-5.4,-3.5,37,11,6,57,,3,,153,24,6,13
2004-05,30,CLE,NBA,SG,74,1832,1%,90%,9%,,,-0.6,-2.5,34,12,15,71,,6,,189,27,5,26
2005-06,31,CLE,NBA,SG,36,353,,77%,23%,,,+2.2,-0.4,5,3,4,20,,1,,19,4,1,5
2006-07,32,CLE,NBA,SF,15,129,,51%,41%,8%,,+3.3,-1.1,2,0,1,12,,0,,4,5,1,3
2007-08,33,TOT,NBA,SG-SF,49,698,,27%,55%,18%,,-11.5,-11.6,13,7,14,0,,0,,38,0,2,14
2007-08,33,CLE,NBA,SG,41,650,,28%,53%,19%,,-11.1,-13.2,11,7,13,36,,3,,30,12,2,11
2007-08,33,SEA,NBA,SF,2,17,,,100%,,,-41.8,-32.9,0,0,0,0,,0,,2,0,0,1
2007-08,33,LAL,NBA,SF,6,31,,16%,81%,3%,,-0.9,-8.7,2,0,1,3,,1,,6,0,0,2
