Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,652,34,12964,2076,4980,.417,384,1104,.348,1692,3876,.437,.455,1255,1433,.876,275,602,877,2092,390,34,756,659,5791
4 seasons,,DEN,NBA,,255,12,6430,1088,2629,.414,214,626,.342,874,2003,.436,.455,692,770,.899,123,307,430,1029,202,21,356,310,3082
2 seasons,,MIL,NBA,,92,19,2016,323,743,.435,81,200,.405,242,543,.446,.489,170,196,.867,41,90,131,300,69,3,120,104,897
2 seasons,,LAC,NBA,,78,2,910,135,338,.399,14,50,.280,121,288,.420,.420,61,78,.782,31,34,65,177,25,2,53,53,345
1 season,,GSW,NBA,,68,0,1321,199,464,.429,29,77,.377,170,387,.439,.460,173,200,.865,35,53,88,221,38,4,73,75,600
1 season,,WAS,NBA,,67,1,1117,172,403,.427,19,60,.317,153,343,.446,.450,77,89,.865,17,58,75,171,24,3,69,48,440
2 seasons,,CLE,NBA,,42,0,423,73,170,.429,10,33,.303,63,137,.460,.459,20,26,.769,17,21,38,72,17,1,30,40,176
1 season,,CHA,NBA,,36,0,577,61,172,.355,14,44,.318,47,128,.367,.395,49,59,.831,9,25,34,96,13,0,41,21,185
1 season,,HOU,NBA,,8,0,111,12,36,.333,2,9,.222,10,27,.370,.361,13,15,.867,0,11,11,17,1,0,7,5,39
1 season,,NJN,NBA,,5,0,51,10,21,.476,1,5,.200,9,16,.563,.500,0,0,,1,3,4,6,1,0,7,3,21
1 season,,ORL,NBA,,1,0,8,3,4,.750,0,0,,3,4,.750,.750,0,0,,1,0,1,3,0,0,0,0,6
