Player,Sim,1,2,3
Otto Porter,,5.6,2.7,0.0
Scott May,92.3,5.4,3.1,-0.1
P.J. Tucker,90.6,6.1,2.9,0.1
Larry Siegfried,88.5,5.8,3.2,0.5
Fred Hetzel,86.3,5.1,2.9,0.5
Earl Lloyd,86.2,5.2,2.9,0.6
Larry Stewart,84.8,4.7,2.9,0.1
George Carter,84.3,6.4,2.2,0.0
Dick Mehen,83.8,5.6,1.9,0.6
Rich Jones,83.3,5.8,1.8,0.2
Bill Closs,83.0,4.4,2.8,0.0
