Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,52,862,,78%,19%,2%,,-2.4,-13.6,15,12,18,36,0,10,0,80,21,3,25
4 seasons,,CLE,NBA,,42,822,,82%,17%,1%,,-2.2,-14.0,14,10,17,35,0,9,0,78,21,3,25
1 season,,BOS,NBA,,10,40,,,62%,35%,3%,-5.8,-6.9,1,2,1,1,0,1,0,2,0,0,0
