Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2003-04,20,UTA,NBA,SF,79,1144,,10%,77%,13%,,-3.4,-2.6,25,17,25,61,,16,,123,40,8,37
2004-05,21,CLE,NBA,SG,65,862,,56%,43%,2%,,+0.2,-0.8,20,15,12,36,,9,,100,27,8,20
2005-06,22,CLE,NBA,SG,53,813,,79%,19%,2%,,+0.8,-2.3,13,10,19,32,,14,,53,23,5,12
2006-07,23,CLE,NBA,SG,67,1534,,65%,33%,2%,,+7.6,+5.1,34,28,40,58,,25,,227,58,16,56
2007-08,24,CLE,NBA,SG,51,1188,,63%,28%,8%,,-2.5,-3.5,19,10,26,43,,19,,184,41,7,36
2008-09,25,CLE,NBA,SF,66,1053,,63%,36%,,,+4.9,-7.4,18,15,15,62,,7,,165,22,4,22
2009-10,26,MIN,NBA,SF,71,877,,5%,89%,6%,,-15.2,-6.6,34,11,8,58,,4,,122,11,2,12
2010-11,27,TOT,NBA,SF-SG,31,362,,16%,71%,13%,,-10.0,-14.3,5,3,4,0,,0,,36,0,1,2
2010-11,27,DAL,NBA,SF,10,163,,,77%,23%,,-6.6,-11.9,2,2,1,7,,1,,16,2,0,1
2010-11,27,NOH,NBA,SG,4,50,,,94%,6%,,-8.2,-9.0,1,0,0,4,,0,,13,0,0,1
2010-11,27,BOS,NBA,SG,17,149,,39%,56%,5%,,-14.4,-21.2,2,1,3,9,,2,,7,1,1,0
2011-12,28,BOS,NBA,SF,45,527,,,87%,13%,1%,+0.1,-3.4,10,5,5,25,,1,,41,5,2,3
2012-13,29,POR,NBA,SG,39,528,,44%,49%,7%,,-1.5,+2.4,6,5,3,29,,2,1,75,6,6,5
