Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,7,0,8.4,0.6,2.1,.267,0.0,0.0,,0.6,2.1,.267,.267,1.0,1.4,.700,0.7,0.9,1.6,0.1,0.0,0.0,0.6,1.9,2.1
1 season,,NOH,NBA,,7,0,8.4,0.6,2.1,.267,0.0,0.0,,0.6,2.1,.267,.267,1.0,1.4,.700,0.7,0.9,1.6,0.1,0.0,0.0,0.6,1.9,2.1
