Player,Sim,1,2,3,4,5,6,7
Khris Middleton,,6.7,6.1,2.7,0.9,,,
Bob Lavoy,88.0,5.8,5.8,3.4,1.0,,,
Howie Dallmar,87.9,7.0,5.9,2.2,,,,
DeMarre Carroll,87.2,7.0,5.8,3.1,1.2,0.5,0.5,0.1
Toby Knight,85.0,7.3,5.7,1.6,1.1,,,
Stan McKenzie,84.8,6.1,5.3,2.4,0.6,0.2,0.1,-0.1
Art Heyman,83.7,8.5,6.2,2.7,1.3,0.6,0.0,
Giannis Antetokounmpo,82.3,7.1,6.2,1.2,,,,
Jamario Moon,81.9,5.7,4.9,2.9,1.1,-0.3,,
Bones McKinney,81.2,7.1,4.9,3.3,0.2,0.0,-0.2,
Willie Murrell,81.0,7.0,4.6,3.1,,,,
