Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
1993-94,22,WSB,NBA,SG,65,1604,14.0,.508,.033,.231,6.3,7.6,6.9,12.9,2.0,0.4,12.3,23.4,,1.0,0.2,1.2,.035,,-0.5,-2.3,-2.8,-0.3
1994-95,23,WSB,NBA,SG,78,2651,14.2,.529,.251,.189,4.4,9.7,7.0,11.0,1.5,0.6,11.0,22.6,,2.1,1.1,3.2,.058,,0.5,-1.6,-1.2,0.5
1995-96,24,WSB,NBA,SF,70,2324,13.0,.528,.170,.236,3.5,8.5,6.1,10.6,1.5,0.6,11.4,21.7,,1.5,1.7,3.2,.065,,-0.4,-1.1,-1.5,0.3
1996-97,25,WSB,NBA,SG,79,2411,11.1,.530,.041,.188,3.4,9.5,6.5,7.2,1.7,0.6,10.6,16.5,,1.6,2.2,3.9,.077,,-1.7,-0.1,-1.7,0.2
1997-98,26,WAS,NBA,SG,82,2841,11.7,.488,.054,.219,3.2,10.0,6.5,9.8,1.8,0.9,8.8,18.4,,1.6,2.5,4.1,.069,,-1.5,0.1,-1.3,0.5
1998-99,27,WAS,NBA,SG,50,1266,8.8,.433,.089,.161,3.0,10.2,6.5,9.6,1.6,0.9,8.6,17.7,,-0.4,0.8,0.4,.016,,-2.8,-0.5,-3.3,-0.4
1999-00,28,BOS,NBA,SG,67,1309,6.7,.473,.198,.077,1.9,10.6,6.0,9.0,1.7,0.8,14.0,10.9,,0.0,0.8,0.8,.029,,-3.1,0.0,-3.1,-0.4
2000-01,29,DEN,NBA,SG,9,153,4.1,.340,.000,.067,3.5,10.8,7.1,8.6,1.4,0.9,13.9,10.5,,-0.2,0.1,-0.1,-0.035,,-5.8,0.1,-5.7,-0.1
2001-02,30,DEN,NBA,SG,68,1631,10.3,.499,.009,.144,3.8,13.4,8.4,11.3,1.1,1.0,12.4,15.5,,0.6,0.6,1.2,.037,,-2.7,-0.4,-3.1,-0.4
2002-03,31,UTA,NBA,SG,81,2351,9.8,.514,.038,.106,3.9,10.5,7.3,11.7,1.5,0.4,13.7,15.5,,1.0,1.7,2.8,.056,,-1.2,-0.1,-1.2,0.5
2003-04,32,GSW,NBA,SF,79,2067,10.6,.493,.017,.133,4.2,10.0,7.1,11.2,1.6,0.4,12.2,15.5,,1.0,1.3,2.3,.054,,-1.7,0.1,-1.6,0.2
2004-05,33,GSW,NBA,SG,55,951,7.8,.444,.011,.140,3.5,11.0,7.1,10.5,0.9,1.1,11.1,14.7,,-0.3,0.5,0.3,.013,,-4.8,-0.5,-5.3,-0.8
2005-06,34,GSW,NBA,SF,42,448,6.0,.412,.074,.074,4.9,10.5,7.6,6.6,1.5,0.3,13.2,12.8,,-0.3,0.3,0.0,.000,,-5.4,-0.1,-5.5,-0.4
