Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,334,7601,,63%,33%,3%,,-1.3,+0.5,165,76,79,256,0,49,0,1098,116,28,125
3 seasons,,GSW,NBA,,176,3466,1%,41%,54%,4%,,-2.0,+0.1,69,32,36,93,0,22,0,491,49,8,48
1 season,,UTA,NBA,,81,2351,,97%,3%,,,+5.1,+4.9,56,27,25,80,0,15,0,343,33,7,38
2 seasons,,DEN,NBA,,77,1784,,62%,33%,6%,,-8.3,-4.2,40,17,18,83,0,12,0,264,34,13,39
