Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,24,UTA,NBA,PF,27,127,,,29%,59%,12%,-1.7,-6.9,8,2,0,13,,0,,12,8,0,6
2001-02,25,UTA,NBA,PF,75,1295,,,21%,74%,5%,+3.1,+2.7,36,17,16,76,,6,,182,43,14,39
2002-03,26,UTA,NBA,PF,82,1321,,,6%,91%,3%,+2.5,-0.9,43,11,16,68,,7,,189,46,7,32
2003-04,27,HOU,NBA,PF,58,547,,,2%,81%,17%,+7.3,+6.2,11,6,5,36,,5,,55,12,4,11
2004-05,28,HOU,NBA,PF,66,942,,,1%,92%,7%,+12.4,+10.0,15,9,6,65,,4,,129,14,2,20
2005-06,29,NJN,NBA,PF,62,718,,,,92%,7%,-7.7,-11.1,12,6,3,50,,2,,95,14,3,11
2006-07,30,TOT,NBA,PF,31,231,,,,74%,26%,+3.1,+3.2,5,1,3,0,,0,,20,0,1,4
2006-07,30,HOU,NBA,PF,24,198,,,,81%,19%,+7.7,+2.1,4,1,3,16,,1,,20,4,1,4
2006-07,30,MEM,NBA,PF,7,33,,,,33%,67%,-24.7,-19.3,1,0,0,0,,0,,0,1,0,0
