Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,22,232,,,1%,91%,9%,-0.7,+4.1,12,1,1,21,0,0,0,23,4,1,2
2 seasons,,HOU,NBA,,11,123,,,,88%,12%,-4.5,-3.3,4,0,0,13,0,0,0,10,1,0,1
2 seasons,,UTA,NBA,,8,100,,,2%,93%,5%,+0.5,+10.0,8,1,1,6,0,0,0,13,3,1,1
1 season,,NJN,NBA,,3,9,,,,92%,8%,+37.5,+39.3,0,0,0,2,0,0,0,0,0,0,0
