Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2003-04,23,MIA,NBA,PF,13,199,,,8%,92%,,-4.5,-6.8,1,0,2,11,,2,0,7,14,1,4
2004-05,24,MIA,NBA,PF,15,543,,,,99%,1%,7.6,11.8,6,3,9,21,,6,0,32,17,6,14
2005-06,25,MIA,NBA,PF,22,650,,,,92%,8%,-0.2,-11.3,8,10,13,33,,6,0,36,26,6,6
2006-07,26,MIA,NBA,PF,4,103,,,,93%,7%,-18.0,-13.8,2,0,0,7,,0,0,8,3,0,3
2008-09,28,MIA,NBA,PF,7,204,,,5%,95%,,3.4,5.6,1,1,4,7,,4,0,8,5,0,1
2009-10,29,MIA,NBA,PF,5,142,,,,97%,3%,-12.1,-8.9,2,2,1,11,,1,0,11,2,0,3
2010-11,30,MIA,NBA,PF,12,290,,,17%,83%,,3.7,0.9,2,6,3,16,0,2,0,22,6,2,6
2011-12,31,MIA,NBA,PF,22,452,,,18%,77%,4%,6.8,-2.2,7,5,8,24,0,6,0,31,13,1,4
2012-13,32,MIA,NBA,PF,22,357,,,87%,12%,1%,3.1,-6.1,4,1,9,17,8,7,0,12,7,2,3
2013-14,33,MIA,NBA,PF,16,169,,,56%,27%,17%,-21.6,-29.5,0,0,1,15,3,1,0,9,3,0,5
2015-16,35,MIA,NBA,PF,9,85,,,,67%,33%,-9.2,-11.4,0,5,2,3,2,2,0,9,3,1,1
