Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2003-04,23,MIA,NBA,PF,75,1795,.459,7.6,.993,.432,.168,.177,.217,.007,.462,.596,.373,.291,.402,.000,.644,.069,28,,.333,.000,1,0
2004-05,24,MIA,NBA,PF,80,2675,.540,8.0,.994,.490,.056,.206,.242,.006,.543,.662,.278,.424,.465,.000,.734,.120,70,,.000,,3,0
2005-06,25,MIA,NBA,PF,81,2491,.508,11.0,.997,.298,.068,.239,.393,.003,.509,.716,.325,.433,.431,.000,.803,.090,48,,.000,,1,0
2006-07,26,MIA,NBA,PF,79,2483,.492,9.6,.994,.343,.107,.244,.300,.006,.495,.646,.442,.417,.405,.000,.799,.054,33,,.000,,0,0
2007-08,27,MIA,NBA,PF,49,1805,.467,10.6,1.000,.280,.124,.247,.349,.000,.467,.627,.365,.464,.379,,.764,.036,16,,,,0,0
2008-09,28,MIA,NBA,PF,75,2560,.518,10.8,1.000,.288,.093,.236,.383,.000,.518,.724,.400,.441,.439,,.838,.058,33,,,,0,0
2009-10,29,MIA,NBA,PF,78,2177,.494,11.4,1.000,.266,.087,.218,.429,.000,.494,.643,.491,.406,.446,,.763,.036,20,,,,0,0
2010-11,30,MIA,NBA,PF,13,345,.512,12.5,1.000,.174,.128,.244,.453,.000,.512,.733,.273,.571,.462,,.841,.058,5,,,,0,0
2011-12,31,MIA,NBA,PF,64,1589,.423,10.3,1.000,.345,.098,.221,.336,.000,.423,.545,.314,.392,.350,,.755,.078,23,,,,0,0
2012-13,32,MIA,NBA,PF,75,1414,.514,9.1,1.000,.418,.088,.183,.311,.000,.514,.724,.227,.348,.410,,.860,.088,19,,,,0,0
2013-14,33,MIA,NBA,PF,46,653,.507,8.8,1.000,.507,.041,.089,.363,.000,.507,.649,.167,.308,.396,,.838,.068,8,,,,0,0
2014-15,34,MIA,NBA,PF,62,995,.448,8.8,.958,.444,.117,.117,.280,.042,.459,.566,.464,.286,.358,.200,.695,.067,14,1.000,1.000,.200,0,0
2015-16,35,MIA,NBA,PF,37,260,.377,13.1,.852,.197,.115,.213,.328,.148,.423,.667,.571,.385,.250,.111,.909,.016,1,1.000,.667,.167,0,0
2016-17,36,MIA,NBA,C,15,122,.500,7.2,.944,.444,.278,.000,.222,.056,.529,.875,.400,,.000,.000,.667,.056,1,,1.000,.000,0,0
