Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2003-04,23,MIA,NBA,PF,75,1795,,,36%,63%,1%,+0.2,-0.8,27,26,21,85,,17,,123,82,19,63
2004-05,24,MIA,NBA,PF,80,2675,,,,98%,2%,+8.6,+3.7,49,35,29,111,,13,,234,97,30,48
2005-06,25,MIA,NBA,PF,81,2491,,,,90%,10%,+6.5,+5.9,33,20,27,84,,13,,215,70,17,31
2006-07,26,MIA,NBA,PF,79,2483,,,,83%,17%,+0.6,+3.6,42,29,39,117,,19,,217,88,24,48
2007-08,27,MIA,NBA,PF,49,1805,,,,87%,13%,-9.3,+0.3,27,28,12,77,,4,,153,55,10,31
2008-09,28,MIA,NBA,PF,75,2560,,,,87%,13%,+0.2,+0.2,27,27,28,105,,15,,201,70,16,33
2009-10,29,MIA,NBA,PF,78,2177,,,15%,85%,1%,+2.3,-1.4,24,30,21,101,,11,,123,68,13,35
2010-11,30,MIA,NBA,PF,13,345,,,58%,42%,,+9.8,+1.2,1,5,8,19,,5,,16,8,2,9
2011-12,31,MIA,NBA,PF,64,1589,,,24%,75%,,+4.0,-5.4,28,19,13,67,,12,,98,36,5,42
2012-13,32,MIA,NBA,PF,75,1414,,,70%,30%,,+11.7,+4.1,13,9,23,97,,10,0,93,23,9,22
2013-14,33,MIA,NBA,PF,46,653,,1%,57%,28%,13%,-3.8,-10.9,9,5,10,41,4,5,0,32,20,5,15
2014-15,34,MIA,NBA,PF,62,995,,,,57%,43%,-7.4,-6.2,20,8,13,51,12,8,0,105,25,5,25
2015-16,35,MIA,NBA,PF,37,260,,,,66%,34%,-0.7,-2.9,1,1,3,15,1,3,0,31,4,1,1
2016-17,36,MIA,NBA,C,15,122,,,,3%,97%,-23.1,-22.0,0,3,4,9,1,4,0,13,6,1,1
