Player,Sim,1,2,3,4,5,6,7,8,9,10,11,12,13
Kevin Love,,14.3,11.4,10.0,8.7,8.5,5.3,4.9,1.1,,,,,
Roger Brown,90.6,13.3,10.9,10.0,9.3,7.3,6.5,6.1,1.8,,,,,
George Yardley,85.2,12.3,10.0,9.0,7.6,7.5,6.8,5.3,,,,,,
Kenny Sears,84.7,13.3,10.0,8.8,8.0,6.2,4.0,3.7,1.8,,,,,
Al Horford,84.3,10.9,10.1,9.4,8.8,8.7,6.8,5.5,2.8,1.3,,,,
Connie Hawkins,83.6,17.9,11.3,10.2,9.6,8.6,7.5,7.1,3.5,1.1,,,,
Blake Griffin,82.9,12.2,10.6,9.8,9.2,9.0,3.8,,,,,,,
Calvin Natt,82.7,10.2,9.8,9.3,8.4,7.1,6.1,4.2,1.1,0.5,0.3,0.0,,
Rudy Tomjanovich,82.4,12.8,10.4,10.1,8.4,7.3,6.9,6.2,3.6,2.1,1.7,1.0,,
George McGinnis,80.8,11.6,11.4,10.1,8.6,8.5,7.9,7.1,5.3,1.9,1.7,0.4,,
Kiki Vandeweghe,77.2,11.0,10.8,10.3,9.9,8.4,7.7,5.7,3.8,2.9,2.0,1.2,1.1,0.8
