2-Pt Field Goal Attempts
1997-98 NBA 1172 (9th)
1998-99 NBA 857 (4th)
1999-00 NBA 1472 (2nd)
2000-01 NBA 1507 (4th)
2001-02 NBA 1401 (3rd)
2002-03 NBA 1637 (1st)
2004-05 NBA 1480 (1st)
2005-06 NBA 1599 (2nd)
2007-08 NBA 1281 (5th)
Career NBA 16523 (23rd)
Career 16523 (27th)
