Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,640,26546,54%,46%,,,,+1.7,+3.9,1203,653,428,276,0,166,0,8844,1870,479,877
8 seasons,,PHI,NBA,,448,18841,53%,46%,,,,+1.6,+4.2,878,485,321,261,0,155,0,5998,1674,342,676
3 seasons,,DEN,NBA,,135,5668,40%,60%,,,,+3.5,+5.5,249,127,81,74,0,37,0,2231,522,113,161
1 season,,DET,NBA,,54,1970,100%,,,,,-2.0,-3.1,73,38,25,35,0,12,0,591,135,24,40
1 season,,MEM,NBA,,3,67,100%,,,,,-14.9,-13.5,3,3,1,1,0,0,0,24,2,0,0
