Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1994-95,23,ORL,NBA,PG,1,1,31:00,4,9,.444,0,2,.000,4,6,.667,4,5,11,0,0,3,1,12
1995-96,24,ORL,NBA,PG,1,1,31:00,6,8,.750,2,4,.500,4,4,1.000,0,3,7,2,0,3,0,18
1996-97,25,ORL,NBA,PG,1,1,24:00,7,10,.700,3,5,.600,2,2,1.000,4,7,3,2,0,1,2,19
1997-98,26,ORL,NBA,SG,1,1,12:00,3,5,.600,0,1,.000,0,0,,0,0,3,0,0,1,0,6
