Player,Sim,1,2,3,4
Jared Sullinger,,4.8,4.0,3.9,2.7
Ed Davis,94.7,5.4,4.0,3.9,2.6
Kenny Walker,94.6,4.7,4.0,3.1,2.7
Lionel Simmons,94.4,4.3,3.8,3.8,2.7
Corey Maggette,93.8,5.0,3.9,3.3,2.6
John Johnson,92.9,4.6,4.3,4.0,2.1
James Posey,92.8,5.4,4.3,3.8,2.7
DeJuan Blair,92.5,4.8,4.6,4.0,2.2
Nick Collison,92.3,4.6,4.5,3.9,2.3
Ryan Gomes,92.2,4.8,4.2,3.1,2.5
Luc Mbah a Moute,92.0,4.8,4.7,4.0,2.4
