Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2004-05,21,PHI,NBA,SG,82,2686,2%,70%,28%,,,+0.1,+2.9,63,38,38,112,,11,,554,85,12,26
2005-06,22,PHI,NBA,SF,82,3086,6%,50%,44%,,,+0.4,+10.5,76,44,33,110,,9,,554,151,19,36
2006-07,23,PHI,NBA,SG,76,3062,,54%,45%,,,-3.4,-0.9,133,66,62,106,,22,,927,226,36,37
2007-08,24,PHI,NBA,SF,82,3242,,22%,75%,3%,,-0.2,-1.8,98,40,76,91,,31,,827,209,44,33
2008-09,25,PHI,NBA,SF,82,3269,,14%,85%,2%,,+1.8,+10.9,99,67,56,72,,27,,921,223,43,41
2009-10,26,PHI,NBA,SF,82,3193,1%,35%,62%,1%,,-4.7,-0.0,120,57,41,78,,11,,1031,182,30,33
2010-11,27,PHI,NBA,SF,67,2469,1%,20%,78%,1%,,+3.6,+4.9,65,45,28,60,,11,,937,129,21,24
2011-12,28,PHI,NBA,SF,62,2209,,34%,64%,2%,,+5.7,+3.1,58,34,23,43,,9,,741,86,15,26
2012-13,29,DEN,NBA,SG,80,2779,1%,85%,14%,,,+6.7,+5.0,99,60,47,61,,14,10,957,110,27,34
2013-14,30,GSW,NBA,SF,63,2040,8%,14%,78%,,,+13.8,+18.0,53,22,24,55,0,7,2,626,53,10,24
2014-15,31,GSW,NBA,SF,77,2069,,48%,51%,1%,,+11.4,+1.2,54,16,18,63,1,10,2,525,51,11,8
2015-16,32,GSW,NBA,SF,65,1732,1%,47%,51%,1%,,+13.3,+4.0,41,25,13,67,0,4,2,522,29,9,10
2016-17,33,GSW,NBA,SF,48,1227,,3%,93%,4%,,+11.8,-2.8,10,20,4,34,1,1,0,382,15,3,4
