Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2004-05,21,PHI,NBA,SG,82,82,2686,5.1,10.3,.493,0.9,2.7,.331,4.2,7.6,.550,2.9,4.0,.743,1.7,7.1,8.7,4.6,2.6,0.9,2.6,3.8,13.9,,110,102
2005-06,22,PHI,NBA,SF,82,82,3086,5.8,11.5,.500,0.9,2.7,.354,4.8,8.9,.543,4.4,5.9,.754,2.0,6.1,8.1,4.3,2.3,0.4,2.6,3.3,16.9,,115,108
2006-07,23,PHI,NBA,SG,76,76,3062,7.7,17.1,.447,0.8,2.7,.310,6.8,14.4,.472,7.8,9.5,.820,1.3,6.2,7.5,7.5,2.6,0.6,4.5,3.5,24.0,,107,105
2007-08,24,PHI,NBA,SF,82,82,3242,9.5,20.9,.456,1.7,5.0,.329,7.9,15.9,.496,6.0,8.3,.721,1.4,5.9,7.3,6.4,2.8,0.8,3.5,3.1,26.7,,110,105
2008-09,25,PHI,NBA,SF,82,82,3269,8.8,18.7,.473,1.3,4.3,.307,7.5,14.5,.521,6.2,8.5,.724,1.5,6.2,7.7,7.1,2.1,0.6,3.6,2.5,25.2,,112,108
2009-10,26,PHI,NBA,SF,82,82,3193,8.1,18.4,.443,1.5,5.0,.310,6.6,13.4,.492,5.2,7.1,.733,1.3,7.3,8.7,7.7,2.3,0.9,3.6,2.4,23.0,,108,109
2010-11,27,PHI,NBA,SF,67,67,2469,7.2,16.1,.445,1.3,3.8,.337,5.9,12.3,.479,4.4,6.4,.693,1.3,6.9,8.2,8.9,2.1,0.8,2.9,2.3,20.0,,110,104
2011-12,28,PHI,NBA,SF,62,62,2209,7.0,15.3,.454,1.8,4.7,.394,5.1,10.6,.481,2.9,4.7,.617,1.4,7.9,9.2,8.2,2.6,0.7,2.8,2.2,18.7,,108,98
2012-13,29,DEN,NBA,SG,80,80,2779,7.2,16.0,.451,1.7,5.2,.317,5.5,10.8,.515,2.8,4.9,.574,1.5,6.2,7.7,7.9,2.5,0.9,3.7,2.3,18.9,,105,105
2013-14,30,GSW,NBA,SF,63,63,2040,5.4,11.2,.480,1.5,4.3,.354,3.9,6.9,.558,2.1,3.2,.652,1.3,5.9,7.2,6.4,2.3,0.4,2.4,2.5,14.4,,113,103
2014-15,31,GSW,NBA,SF,77,0,2069,5.5,11.7,.466,1.7,5.0,.349,3.7,6.7,.553,1.6,2.7,.596,1.0,5.0,6.1,5.4,2.1,0.6,2.1,2.4,14.3,,110,103
2015-16,32,GSW,NBA,SF,65,1,1732,4.9,10.3,.478,1.5,4.3,.351,3.4,6.0,.570,1.4,2.3,.614,1.5,5.9,7.3,6.1,2.0,0.5,2.2,2.8,12.7,,115,105
2016-17,33,GSW,NBA,SF,48,0,1227,4.5,9.1,.491,1.5,4.1,.371,3.0,5.0,.589,1.0,1.5,.658,1.3,6.0,7.3,6.4,1.7,0.6,1.3,2.3,11.4,,125,106
