Steals
2004-05 NBA 138 (6th)
2006-07 NBA 152 (2nd)
2007-08 NBA 171 (3rd)
2008-09 NBA 131 (9th)
2009-10 NBA 141 (6th)
2011-12 NBA 107 (7th)
2012-13 NBA 139 (8th)
Active 1517 (7th)
Career NBA 1517 (42nd)
Career 1517 (44th)
