Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2007-08,23,CHA,NBA,SF,38,322,.408,11.3,1.000,.264,.120,.192,.424,.000,.408,.636,.333,.250,.358,,.686,.040,4,,,,0,0
2008-09,24,GSW,NBA,SF,14,111,.486,11.1,1.000,.314,.057,.200,.429,.000,.486,.636,.000,.571,.400,,.647,.143,5,,,,0,0
