Player,Sim,1,2,3
Andre Roberson,,3.4,2.1,0.8
Rick Adelman,96.1,3.4,2.2,0.7
Billy Ray Bates,91.7,3.6,2.4,0.9
Spud Webb,91.0,3.5,2.3,1.2
Tim Hardaway,91.0,3.1,1.9,0.8
Greg Minor,89.8,3.0,2.1,0.6
Ron Sobie,89.1,3.6,2.6,0.9
Quincy Pondexter,88.9,3.2,1.7,0.9
George Dempsey,88.2,3.5,2.1,1.5
Randy Foye,88.0,3.1,2.3,1.1
Greivis Vasquez,87.6,3.8,2.3,0.5
