Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,21,SAC,NBA,SF,8,141,.435,16.8,.696,.087,.065,.217,.326,.304,.375,.250,.333,.300,.467,.571,.083,.000,0,.875,.429,.500,0,0
2001-02,22,SAC,NBA,SF,16,443,.401,14.0,.752,.241,.124,.095,.292,.248,.417,.545,.471,.308,.325,.353,.558,.051,5,1.000,.294,.400,0,0
2002-03,23,SAC,NBA,SF,10,174,.360,14.5,.720,.260,.140,.080,.240,.280,.389,.538,.429,.250,.250,.286,.786,.060,3,1.000,.000,,1,0
2003-04,24,SAS,NBA,SF,10,271,.321,18.7,.481,.086,.074,.136,.185,.519,.308,.286,.333,.182,.400,.333,.583,.000,0,1.000,.333,.500,0,0
2006-07,27,ORL,NBA,SF,4,156,.500,14.3,.820,.180,.040,.300,.300,.180,.537,.778,.500,.200,.733,.333,.318,.020,1,1.000,.444,.750,0,0
2007-08,28,ORL,NBA,SF,10,399,.447,10.5,.752,.454,.057,.135,.106,.248,.500,.531,.375,.421,.533,.286,.170,.057,7,.700,.086,.333,0,0
2008-09,29,ORL,NBA,SF,24,934,.427,14.4,.719,.214,.139,.153,.214,.281,.443,.524,.439,.489,.333,.386,.223,.000,0,.656,.133,.636,0,0
2010-11,31,ORL,NBA,SF,6,209,.294,16.0,.559,.235,.059,.118,.147,.441,.342,.500,.250,.250,.200,.233,.385,.015,1,.286,.200,.333,0,0
2011-12,32,ORL,NBA,SF,5,162,.366,14.2,.707,.244,.146,.122,.195,.293,.345,.600,.000,.200,.375,.417,.400,.000,0,.800,.000,,0,0
2013-14,34,LAC,NBA,SF,5,41,.462,23.5,.231,.000,.000,.077,.154,.769,.667,,,1.000,.500,.400,.000,.000,0,.750,.200,.500,0,0
2014-15,35,LAC,NBA,SF,11,55,.235,23.5,.235,.059,.000,.000,.176,.765,.500,.000,,,.667,.154,.500,.000,0,1.000,.077,1.000,0,0
