Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,10,231,,20%,33%,47%,,-4.5,+11.6,2,0,1,6,0,1,0,15,2,2,2
2 seasons,,MIA,NBA,,5,79,,59%,40%,1%,,-21.5,-16.8,0,0,1,2,0,1,0,5,0,0,1
1 season,,TOR,NBA,,5,152,,,29%,71%,,+4.3,+26.5,2,0,0,4,0,0,0,10,2,2,1
